TOP.5cf3e4ab.000bdf9c	START
TOP.5cf42b4b.000844f9	user_options->optimized_kernel_enable	0
TOP.5cf42b4b.000844f9	user_options->outfile_autohex	1
TOP.5cf42b4b.000844f9	user_options->outfile_check_timer	5
TOP.5cf42b4b.000844f9	user_options->outfile_format	3
TOP.5cf42b4b.000844f9	user_options->wordlist_autohex_disable	0
TOP.5cf42b4b.000844f9	user_options->potfile_disable	0
TOP.5cf42b4b.000844f9	user_options->progress_only	0
TOP.5cf42b4b.000844f9	user_options->quiet	0
TOP.5cf42b4b.000844f9	user_options->remove	0
TOP.5cf42b4b.000844f9	user_options->remove_timer	60
TOP.5cf42b4b.000844f9	user_options->restore	0
TOP.5cf42b4b.000844f9	user_options->restore_disable	0
TOP.5cf42b4b.000844f9	user_options->restore_timer	60
TOP.5cf42b4b.000844f9	user_options->rp_files_cnt	0
TOP.5cf42b4b.000844f9	user_options->rp_gen	0
TOP.5cf42b4b.000844f9	user_options->rp_gen_func_max	4
TOP.5cf42b4b.000844f9	user_options->rp_gen_func_min	1
TOP.5cf42b4b.000844f9	user_options->rp_gen_seed	0
TOP.5cf42b4b.000844f9	user_options->runtime	0
TOP.5cf42b4b.000844f9	user_options->scrypt_tmto	0
TOP.5cf42b4b.000844f9	user_options->segment_size	33554432
TOP.5cf42b4b.000844f9	user_options->self_test_disable	0
TOP.5cf42b4b.000844f9	user_options->slow_candidates	0
TOP.5cf42b4b.000844f9	user_options->show	0
TOP.5cf42b4b.000844f9	user_options->speed_only	0
TOP.5cf42b4b.000844f9	user_options->spin_damp	8
TOP.5cf42b4b.000844f9	user_options->status	0
TOP.5cf42b4b.000844f9	user_options->status_timer	10
TOP.5cf42b4b.000844f9	user_options->stdout_flag	0
TOP.5cf42b4b.000844f9	user_options->usage	0
TOP.5cf42b4b.000844f9	user_options->username	0
TOP.5cf42b4b.000844f9	user_options->veracrypt_pim	0
TOP.5cf42b4b.000844f9	user_options->version	0
TOP.5cf42b4b.000844f9	user_options->workload_profile	3
TOP.5cf42b4b.000844f9	user_options->brain_client	0
TOP.5cf42b4b.000844f9	user_options->brain_client_features	2
TOP.5cf42b4b.000844f9	user_options->brain_server	0
TOP.5cf42b4b.000844f9	user_options->brain_port	6863
TOP.5cf42b4b.000844f9	user_options->brain_session	0
TOP.5cf42b4b.000844f9	hashes->hashfile	hashbcrypt.txt
TOP.5cf42b4b.000844f9	hashes->hashlist_mode	4
TOP.5cf42b4b.000844f9	hashes->hashlist_format	0
TOP.5cf42b4b.000844f9	hashes->hashes_cnt	0
TOP.5cf42b4b.000844f9	hashes->digests_cnt	1
TOP.5cf42b4b.000844f9	hashes->digests_done	0
TOP.5cf42b4b.000844f9	hashes->salts_cnt	1
TOP.5cf42b4b.000844f9	hashes->salts_done	0
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	START
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	straight_ctx->dict	dictionary.txt
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	runtime_start	1559505741
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	runtime_stop	1559506820
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	status-after-work	6
TOP.5cf42b4b.000844f9	SUB.5cf42b4c.000d514d	STOP
TOP.5cf42b4b.000844f9	proc_start	1559505739
TOP.5cf42b4b.000844f9	proc_stop	1559506821
TOP.5cf42b4b.000844f9	STOP
TOP.5cf4309b.000194e4	START
TOP.5cf4309b.000194e4	user_options->separator	:
TOP.5cf4309b.000194e4	user_options->encoding_from	utf-8
TOP.5cf4309b.000194e4	user_options->encoding_to	utf-8
TOP.5cf4309b.000194e4	user_options->rule_buf_l	:
TOP.5cf4309b.000194e4	user_options->rule_buf_r	:
TOP.5cf4309b.000194e4	user_options->session	hashcat
TOP.5cf4309b.000194e4	user_options->limit	0
TOP.5cf4309b.000194e4	user_options->skip	0
TOP.5cf4309b.000194e4	user_options->attack_mode	0
TOP.5cf4309b.000194e4	user_options->benchmark	0
TOP.5cf4309b.000194e4	user_options->benchmark_all	0
TOP.5cf4309b.000194e4	user_options->bitmap_max	18
TOP.5cf4309b.000194e4	user_options->bitmap_min	16
TOP.5cf4309b.000194e4	user_options->debug_mode	0
TOP.5cf4309b.000194e4	user_options->example_hashes	0
TOP.5cf4309b.000194e4	user_options->force	0
TOP.5cf4309b.000194e4	user_options->hwmon_disable	0
TOP.5cf4309b.000194e4	user_options->hwmon_temp_abort	90
TOP.5cf4309b.000194e4	user_options->hash_mode	3200
TOP.5cf4309b.000194e4	user_options->hex_charset	0
TOP.5cf4309b.000194e4	user_options->hex_salt	0
TOP.5cf4309b.000194e4	user_options->hex_wordlist	0
TOP.5cf4309b.000194e4	user_options->increment	0
TOP.5cf4309b.000194e4	user_options->increment_max	256
TOP.5cf4309b.000194e4	user_options->increment_min	1
TOP.5cf4309b.000194e4	user_options->keep_guessing	0
TOP.5cf4309b.000194e4	user_options->kernel_accel	0
TOP.5cf4309b.000194e4	user_options->kernel_loops	0
TOP.5cf4309b.000194e4	user_options->kernel_threads	0
TOP.5cf4309b.000194e4	user_options->keyspace	0
TOP.5cf4309b.000194e4	user_options->left	0
TOP.5cf4309b.000194e4	user_options->logfile_disable	0
TOP.5cf4309b.000194e4	user_options->loopback	0
TOP.5cf4309b.000194e4	user_options->machine_readable	0
TOP.5cf4309b.000194e4	user_options->markov_classic	0
TOP.5cf4309b.000194e4	user_options->markov_disable	0
TOP.5cf4309b.000194e4	user_options->markov_threshold	256
TOP.5cf4309b.000194e4	user_options->opencl_info	0
TOP.5cf4309b.000194e4	user_options->opencl_vector_width	0
TOP.5cf4309b.000194e4	user_options->optimized_kernel_enable	0
TOP.5cf4309b.000194e4	user_options->outfile_autohex	1
TOP.5cf4309b.000194e4	user_options->outfile_check_timer	5
TOP.5cf4309b.000194e4	user_options->outfile_format	3
TOP.5cf4309b.000194e4	user_options->wordlist_autohex_disable	0
TOP.5cf4309b.000194e4	user_options->potfile_disable	0
TOP.5cf4309b.000194e4	user_options->progress_only	0
TOP.5cf4309b.000194e4	user_options->quiet	0
TOP.5cf4309b.000194e4	user_options->remove	0
TOP.5cf4309b.000194e4	user_options->remove_timer	60
TOP.5cf4309b.000194e4	user_options->restore	0
TOP.5cf4309b.000194e4	user_options->restore_disable	0
TOP.5cf4309b.000194e4	user_options->restore_timer	60
TOP.5cf4309b.000194e4	user_options->rp_files_cnt	0
TOP.5cf4309b.000194e4	user_options->rp_gen	0
TOP.5cf4309b.000194e4	user_options->rp_gen_func_max	4
TOP.5cf4309b.000194e4	user_options->rp_gen_func_min	1
TOP.5cf4309b.000194e4	user_options->rp_gen_seed	0
TOP.5cf4309b.000194e4	user_options->runtime	0
TOP.5cf4309b.000194e4	user_options->scrypt_tmto	0
TOP.5cf4309b.000194e4	user_options->segment_size	33554432
TOP.5cf4309b.000194e4	user_options->self_test_disable	0
TOP.5cf4309b.000194e4	user_options->slow_candidates	0
TOP.5cf4309b.000194e4	user_options->show	0
TOP.5cf4309b.000194e4	user_options->speed_only	0
TOP.5cf4309b.000194e4	user_options->spin_damp	8
TOP.5cf4309b.000194e4	user_options->status	0
TOP.5cf4309b.000194e4	user_options->status_timer	10
TOP.5cf4309b.000194e4	user_options->stdout_flag	0
TOP.5cf4309b.000194e4	user_options->usage	0
TOP.5cf4309b.000194e4	user_options->username	0
TOP.5cf4309b.000194e4	user_options->veracrypt_pim	0
TOP.5cf4309b.000194e4	user_options->version	0
TOP.5cf4309b.000194e4	user_options->workload_profile	2
TOP.5cf4309b.000194e4	user_options->brain_client	0
TOP.5cf4309b.000194e4	user_options->brain_client_features	2
TOP.5cf4309b.000194e4	user_options->brain_server	0
TOP.5cf4309b.000194e4	user_options->brain_port	6863
TOP.5cf4309b.000194e4	user_options->brain_session	0
TOP.5cf4309b.000194e4	hashes->hashfile	hashbcrypt.txt
TOP.5cf4309b.000194e4	hashes->hashlist_mode	4
TOP.5cf4309b.000194e4	hashes->hashlist_format	0
TOP.5cf4309b.000194e4	hashes->hashes_cnt	0
TOP.5cf4309b.000194e4	hashes->digests_cnt	1
TOP.5cf4309b.000194e4	hashes->digests_done	0
TOP.5cf4309b.000194e4	hashes->salts_cnt	1
TOP.5cf4309b.000194e4	hashes->salts_done	0
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	START
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	straight_ctx->dict	dictionary.txt
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	runtime_start	1559507100
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	runtime_stop	1559507278
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	status-after-work	8
TOP.5cf4309b.000194e4	SUB.5cf4309c.00066158	STOP
TOP.5cf4309b.000194e4	proc_start	1559507099
TOP.5cf4309b.000194e4	proc_stop	1559507279
TOP.5cf4309b.000194e4	STOP
TOP.5cf43268.00029d2f	START
TOP.5cf43268.00029d2f	user_options->separator	:
TOP.5cf43268.00029d2f	user_options->encoding_from	utf-8
TOP.5cf43268.00029d2f	user_options->encoding_to	utf-8
TOP.5cf43268.00029d2f	user_options->rule_buf_l	:
TOP.5cf43268.00029d2f	user_options->rule_buf_r	:
TOP.5cf43268.00029d2f	user_options->session	hashcat
TOP.5cf43268.00029d2f	user_options->limit	0
TOP.5cf43268.00029d2f	user_options->skip	0
TOP.5cf43268.00029d2f	user_options->attack_mode	0
TOP.5cf43268.00029d2f	user_options->benchmark	0
TOP.5cf43268.00029d2f	user_options->benchmark_all	0
TOP.5cf43268.00029d2f	user_options->bitmap_max	18
TOP.5cf43268.00029d2f	user_options->bitmap_min	16
TOP.5cf43268.00029d2f	user_options->debug_mode	0
TOP.5cf43268.00029d2f	user_options->example_hashes	0
TOP.5cf43268.00029d2f	user_options->force	0
TOP.5cf43268.00029d2f	user_options->hwmon_disable	0
TOP.5cf43268.00029d2f	user_options->hwmon_temp_abort	90
TOP.5cf43268.00029d2f	user_options->hash_mode	3200
TOP.5cf43268.00029d2f	user_options->hex_charset	0
TOP.5cf43268.00029d2f	user_options->hex_salt	0
TOP.5cf43268.00029d2f	user_options->hex_wordlist	0
TOP.5cf43268.00029d2f	user_options->increment	0
TOP.5cf43268.00029d2f	user_options->increment_max	256
TOP.5cf43268.00029d2f	user_options->increment_min	1
TOP.5cf43268.00029d2f	user_options->keep_guessing	0
TOP.5cf43268.00029d2f	user_options->kernel_accel	0
TOP.5cf43268.00029d2f	user_options->kernel_loops	0
TOP.5cf43268.00029d2f	user_options->kernel_threads	0
TOP.5cf43268.00029d2f	user_options->keyspace	0
TOP.5cf43268.00029d2f	user_options->left	0
TOP.5cf43268.00029d2f	user_options->logfile_disable	0
TOP.5cf43268.00029d2f	user_options->loopback	0
TOP.5cf43268.00029d2f	user_options->machine_readable	0
TOP.5cf43268.00029d2f	user_options->markov_classic	0
TOP.5cf43268.00029d2f	user_options->markov_disable	0
TOP.5cf43268.00029d2f	user_options->markov_threshold	256
TOP.5cf43268.00029d2f	user_options->opencl_info	0
TOP.5cf43268.00029d2f	user_options->opencl_vector_width	0
TOP.5cf43268.00029d2f	user_options->optimized_kernel_enable	0
TOP.5cf43268.00029d2f	user_options->outfile_autohex	1
TOP.5cf43268.00029d2f	user_options->outfile_check_timer	5
TOP.5cf43268.00029d2f	user_options->outfile_format	3
TOP.5cf43268.00029d2f	user_options->wordlist_autohex_disable	0
TOP.5cf43268.00029d2f	user_options->potfile_disable	0
TOP.5cf43268.00029d2f	user_options->progress_only	0
TOP.5cf43268.00029d2f	user_options->quiet	0
TOP.5cf43268.00029d2f	user_options->remove	0
TOP.5cf43268.00029d2f	user_options->remove_timer	60
TOP.5cf43268.00029d2f	user_options->restore	0
TOP.5cf43268.00029d2f	user_options->restore_disable	0
TOP.5cf43268.00029d2f	user_options->restore_timer	60
TOP.5cf43268.00029d2f	user_options->rp_files_cnt	0
TOP.5cf43268.00029d2f	user_options->rp_gen	0
TOP.5cf43268.00029d2f	user_options->rp_gen_func_max	4
TOP.5cf43268.00029d2f	user_options->rp_gen_func_min	1
TOP.5cf43268.00029d2f	user_options->rp_gen_seed	0
TOP.5cf43268.00029d2f	user_options->runtime	0
TOP.5cf43268.00029d2f	user_options->scrypt_tmto	0
TOP.5cf43268.00029d2f	user_options->segment_size	33554432
TOP.5cf43268.00029d2f	user_options->self_test_disable	0
TOP.5cf43268.00029d2f	user_options->slow_candidates	0
TOP.5cf43268.00029d2f	user_options->show	0
TOP.5cf43268.00029d2f	user_options->speed_only	0
TOP.5cf43268.00029d2f	user_options->spin_damp	8
TOP.5cf43268.00029d2f	user_options->status	0
TOP.5cf43268.00029d2f	user_options->status_timer	10
TOP.5cf43268.00029d2f	user_options->stdout_flag	0
TOP.5cf43268.00029d2f	user_options->usage	0
TOP.5cf43268.00029d2f	user_options->username	0
TOP.5cf43268.00029d2f	user_options->veracrypt_pim	0
TOP.5cf43268.00029d2f	user_options->version	0
TOP.5cf43268.00029d2f	user_options->workload_profile	3
TOP.5cf43268.00029d2f	user_options->brain_client	0
TOP.5cf43268.00029d2f	user_options->brain_client_features	2
TOP.5cf43268.00029d2f	user_options->brain_server	0
TOP.5cf43268.00029d2f	user_options->brain_port	6863
TOP.5cf43268.00029d2f	user_options->brain_session	0
TOP.5cf43268.00029d2f	hashes->hashfile	hashbcrypt.txt
TOP.5cf43268.00029d2f	hashes->hashlist_mode	4
TOP.5cf43268.00029d2f	hashes->hashlist_format	0
TOP.5cf43268.00029d2f	hashes->hashes_cnt	0
TOP.5cf43268.00029d2f	hashes->digests_cnt	1
TOP.5cf43268.00029d2f	hashes->digests_done	0
TOP.5cf43268.00029d2f	hashes->salts_cnt	1
TOP.5cf43268.00029d2f	hashes->salts_done	0
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	START
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	straight_ctx->dict	dictionary.txt
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	runtime_start	1559507562
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	runtime_stop	1559507728
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	status-after-work	6
TOP.5cf43268.00029d2f	SUB.5cf43269.000acc97	STOP
TOP.5cf43268.00029d2f	proc_start	1559507560
TOP.5cf43268.00029d2f	proc_stop	1559507730
TOP.5cf43268.00029d2f	STOP
